Drug,Metabolite,Change,Increased,Decreased,Description
Levamisole,Sodium,decreased,0,1,Levamisole decreases the level of Sodium in the blood
Levamisole,Antidiuretic hormone,increased,1,0,Levamisole increases the level of Antidiuretic hormone in the blood
Levetiracetam,Magnesium,decreased,0,1,Levetiracetam decreases the level of Magnesium in the blood
Levetiracetam,Potassium,decreased,0,1,Levetiracetam decreases the level of Potassium in the blood
Levocarnitine,Homocystine,decreased,0,1,Levocarnitine decreases the level of Homocystine in the blood
Levocarnitine,TMAO,increased,1,0,Levocarnitine increases the level of TMAO in the blood
Levodopa,3-O-methyldopa,increased,1,0,Levodopa increases the level of 3-O-methyldopa in the blood
Levodopa,"3,4-Dihydroxyphenylacetic acid",increased,1,0,"Levodopa increases the level of 3,4-Dihydroxyphenylacetic acid in the blood"
Levodopa,L-dopa,increased,1,0,Levodopa increases the level of L-dopa in the blood
Levodopa,dopamine,increased,1,0,Levodopa increases the level of dopamine in the blood
Levodopa,homovanillic acid,increased,1,0,Levodopa increases the level of homovanillic acid in the blood
Levodopa,3-O-methyldopa,increased,1,0,Levodopa increases the level of 3-O-methyldopa in the blood
Levodopa,Cysteinyl-glycine,decreased,0,1,Levodopa decreases the level of Cysteinyl-glycine in the blood
Levodopa,Homocysteine,increased,1,0,Levodopa increases the level of Homocysteine in the blood
Levofloxacin,Glucose,decreased,0,1,Levofloxacin decreases the level of Glucose in the blood
Levofloxacin,Glucose,increased,1,0,Levofloxacin increases the level of Glucose in the blood
Levonorgestrel,HDL cholesterol,decreased,0,1,Levonorgestrel decreases the level of HDL cholesterol in the blood
Levonorgestrel,Glucose,increased,1,0,Levonorgestrel increases the level of Glucose in the blood
Levonorgestrel,Copper,increased,1,0,Levonorgestrel increases the level of Copper in the blood
Levonorgestrel,Triglycerides,increased,1,0,Levonorgestrel increases the level of Triglycerides in the blood
Levonorgestrel,VLDL cholesterol,decreased,0,1,Levonorgestrel decreases the level of VLDL cholesterol in the blood
Levonorgestrel,HDL2 cholesterol,decreased,0,1,Levonorgestrel decreases the level of HDL2 cholesterol in the blood
Levonorgestrel,LDL cholesterol,decreased,0,1,Levonorgestrel decreases the level of LDL cholesterol in the blood
Levosimendan,lactate,decreased,0,1,Levosimendan decreases the level of lactate in the blood
Levothyroxine,LDL cholesterol,decreased,0,1,Levothyroxine decreases the level of LDL cholesterol in the blood
Levothyroxine,Total cholesterol,decreased,0,1,Levothyroxine decreases the level of Total cholesterol in the blood
Linagliptin,Glucose,decreased,0,1,Linagliptin decreases the level of Glucose in the blood
Linezolid,Lactic acid,increased,1,0,Linezolid increases the level of Lactic acid in the blood
Liraglutide,Glucose,decreased,0,1,Liraglutide decreases the level of Glucose in the blood
Liraglutide,C-peptide,increased,1,0,Liraglutide increases the level of C-peptide in the blood
Lisinopril,"Bradykinin, des-arg(9)",increased,1,0,"Lisinopril increases the level of Bradykinin, des-arg(9) in the blood"
Lisinopril,Nitric oxide,increased,1,0,Lisinopril increases the level of Nitric oxide in the blood
Lisinopril,Bradykinin,increased,1,0,Lisinopril increases the level of Bradykinin in the blood
Lisinopril,CGMP,increased,1,0,Lisinopril increases the level of CGMP in the blood
Lisinopril,HWESASXX,increased,1,0,Lisinopril increases the level of HWESASXX in the blood
Lisinopril,6-keto PGF1alpha,increased,1,0,Lisinopril increases the level of 6-keto PGF1alpha in the blood
Lisinopril,Sodium,decreased,0,1,Lisinopril decreases the level of Sodium in the blood
Lisinopril,Aldosterone,decreased,0,1,Lisinopril decreases the level of Aldosterone in the blood
Lisinopril,Glucose,decreased,0,1,Lisinopril decreases the level of Glucose in the blood
Lisinopril,Creatinine,increased,1,0,Lisinopril increases the level of Creatinine in the blood
Lisinopril,HDL cholesterol,increased,1,0,Lisinopril increases the level of HDL cholesterol in the blood
Lisinopril,Aspartylphenylalanine,decreased,0,1,Lisinopril decreases the level of Aspartylphenylalanine in the blood
Lisinopril,Phenylalanylphenylalanine,decreased,0,1,Lisinopril decreases the level of Phenylalanylphenylalanine in the blood
Lithium cation,Calcium,increased,1,0,Lithium cation increases the level of Calcium in the blood
Lithium cation,Sodium,increased,1,0,Lithium cation increases the level of Sodium in the blood
Lithium cation,T4,decreased,0,1,Lithium cation decreases the level of T4 in the blood
Lithium cation,chloride,increased,1,0,Lithium cation increases the level of chloride in the blood
Lithium cation,Noradrenaline,increased,1,0,Lithium cation increases the level of Noradrenaline in the blood
Lithium cation,T3,decreased,0,1,Lithium cation decreases the level of T3 in the blood
Lithium cation,Antidiuretic hormone,decreased,0,1,Lithium cation decreases the level of Antidiuretic hormone in the blood
Lithium cation,phosphate,decreased,0,1,Lithium cation decreases the level of phosphate in the blood
Lithium cation,Magnesium,increased,1,0,Lithium cation increases the level of Magnesium in the blood
Lithium cation,5-hydroxyindoleacetic acid,increased,1,0,Lithium cation increases the level of 5-hydroxyindoleacetic acid in the blood
Lixisenatide,C-peptide,decreased,0,1,Lixisenatide decreases the level of C-peptide in the blood
Lixisenatide,Glucose,decreased,0,1,Lixisenatide decreases the level of Glucose in the blood
Lopinavir,Triglycerides,increased,1,0,Lopinavir increases the level of Triglycerides in the blood
Lorazepam,Propylene glycol,increased,1,0,Lorazepam increases the level of Propylene glycol in the blood
Lorazepam,Lorazepam glucuronide,increased,1,0,Lorazepam increases the level of Lorazepam glucuronide in the blood
Losartan,Creatinine,decreased,0,1,Losartan decreases the level of Creatinine in the blood
Losartan,Uric acid,decreased,0,1,Losartan decreases the level of Uric acid in the blood
Lovastatin,cholesteryl ester,decreased,0,1,Lovastatin decreases the level of cholesteryl ester in the blood
Lovastatin,VLDL triglycerides,decreased,0,1,Lovastatin decreases the level of VLDL triglycerides in the blood
Lovastatin,Palmitic acid [FA(16:0)],decreased,0,1,Lovastatin decreases the level of Palmitic acid [FA(16:0)] in the blood
Lovastatin,Cholesterol,decreased,0,1,Lovastatin decreases the level of Cholesterol in the blood
Lovastatin,Glycochenodeoxycholate,decreased,0,1,Lovastatin decreases the level of Glycochenodeoxycholate in the blood
Lovastatin,Lathosterol,decreased,0,1,Lovastatin decreases the level of Lathosterol in the blood
Lovastatin,1-Palmitoylglycerophosphoinositol LPI (16:0),decreased,0,1,Lovastatin decreases the level of 1-Palmitoylglycerophosphoinositol LPI (16:0) in the blood
Lovastatin,7-Alpha-hydroxy-3-oxo-4-cholestenoate,decreased,0,1,Lovastatin decreases the level of 7-Alpha-hydroxy-3-oxo-4-cholestenoate in the blood
Lovastatin,Mevalonate,decreased,0,1,Lovastatin decreases the level of Mevalonate in the blood
Lovastatin,LDL cholesterol,decreased,0,1,Lovastatin decreases the level of LDL cholesterol in the blood
Lovastatin,Triglycerides,decreased,0,1,Lovastatin decreases the level of Triglycerides in the blood
Lovastatin,Cholesterol,decreased,0,1,Lovastatin decreases the level of Cholesterol in the blood
Lovastatin,Uridine,increased,1,0,Lovastatin increases the level of Uridine in the blood
Lovastatin,1-Arachidonoylglycerophosphoethanolamine LPE(20:4),increased,1,0,Lovastatin increases the level of 1-Arachidonoylglycerophosphoethanolamine LPE(20:4) in the blood
Lovastatin,Isobutyrylcarnitine C3-M,increased,1,0,Lovastatin increases the level of Isobutyrylcarnitine C3-M in the blood
Lovastatin,1-Arachidonoylglycerophosphocholine LPC(20:4),increased,1,0,Lovastatin increases the level of 1-Arachidonoylglycerophosphocholine LPC(20:4) in the blood
Lovastatin,Intermediate density cholesterol,decreased,0,1,Lovastatin decreases the level of Intermediate density cholesterol in the blood
Lovastatin,1-Docosahexaenoylglycerophosphocholine LPC (22:6),increased,1,0,Lovastatin increases the level of 1-Docosahexaenoylglycerophosphocholine LPC (22:6) in the blood
Lovastatin,Alpha-tocopherol,increased,1,0,Lovastatin increases the level of Alpha-tocopherol in the blood
Lovastatin,Total cholesterol,decreased,0,1,Lovastatin decreases the level of Total cholesterol in the blood
Lovastatin,Glucose,increased,1,0,Lovastatin increases the level of Glucose in the blood
Loxapine,Cholesterol,increased,1,0,Loxapine increases the level of Cholesterol in the blood
Lynestrenol,Copper,increased,1,0,Lynestrenol increases the level of Copper in the blood
Magnesium citrate,Magnesium,increased,1,0,Magnesium citrate increases the level of Magnesium in the blood
Magnesium hydroxide,Phosphate,decreased,0,1,Magnesium hydroxide decreases the level of Phosphate in the blood
Manidipine,Creatinine,increased,1,0,Manidipine increases the level of Creatinine in the blood
Mannitol,Urea nitrogen,increased,1,0,Mannitol increases the level of Urea nitrogen in the blood
Mannitol,bicarbonate,decreased,0,1,Mannitol decreases the level of bicarbonate in the blood
Mannitol,sodium,decreased,0,1,Mannitol decreases the level of sodium in the blood
Mannitol,Lactate,increased,1,0,Mannitol increases the level of Lactate in the blood
Mannitol,potassium,increased,1,0,Mannitol increases the level of potassium in the blood
Mannitol,Creatinine,increased,1,0,Mannitol increases the level of Creatinine in the blood
Mannitol,Sodium,increased,1,0,Mannitol increases the level of Sodium in the blood
Maraviroc,Lipopolysaccharide,decreased,0,1,Maraviroc decreases the level of Lipopolysaccharide in the blood
Maxacalcitol,Calcium,increased,1,0,Maxacalcitol increases the level of Calcium in the blood
Maxacalcitol,Phosphorus,increased,1,0,Maxacalcitol increases the level of Phosphorus in the blood
Mazindol,Cholesterol,decreased,0,1,Mazindol decreases the level of Cholesterol in the blood
Mazindol,Triglycerides,decreased,0,1,Mazindol decreases the level of Triglycerides in the blood
Mebendazole,Glucose,decreased,0,1,Mebendazole decreases the level of Glucose in the blood
Mecasermin,Glucose,decreased,0,1,Mecasermin decreases the level of Glucose in the blood
Medrogestone,HDL cholesterol,increased,1,0,Medrogestone increases the level of HDL cholesterol in the blood
Medrogestone,Triglycerides,increased,1,0,Medrogestone increases the level of Triglycerides in the blood
Medroxyprogesterone acetate,Glucose,increased,1,0,Medroxyprogesterone acetate increases the level of Glucose in the blood
Medroxyprogesterone acetate,Progesterone,decreased,0,1,Medroxyprogesterone acetate decreases the level of Progesterone in the blood
Medroxyprogesterone acetate,HDL cholesterol,increased,1,0,Medroxyprogesterone acetate increases the level of HDL cholesterol in the blood
Medroxyprogesterone acetate,Triglycerides,increased,1,0,Medroxyprogesterone acetate increases the level of Triglycerides in the blood
Medroxyprogesterone acetate,Arachidonic acid,increased,1,0,Medroxyprogesterone acetate increases the level of Arachidonic acid in the blood
Medroxyprogesterone acetate,Docosahexaenoic acid,increased,1,0,Medroxyprogesterone acetate increases the level of Docosahexaenoic acid in the blood
Medroxyprogesterone acetate,Estradiol,decreased,0,1,Medroxyprogesterone acetate decreases the level of Estradiol in the blood
Melatonin,Serotonin,decreased,0,1,Melatonin decreases the level of Serotonin in the blood
Melatonin,Cortisol,increased,1,0,Melatonin increases the level of Cortisol in the blood
Meloxicam,Thromboxane B2,decreased,0,1,Meloxicam decreases the level of Thromboxane B2 in the blood
Melphalan,Sodium,decreased,0,1,Melphalan decreases the level of Sodium in the blood
Melphalan,BUN,decreased,0,1,Melphalan decreases the level of BUN in the blood
Melphalan,Antidiuretic hormone,increased,1,0,Melphalan increases the level of Antidiuretic hormone in the blood
Melphalan,Sodium,decreased,0,1,Melphalan decreases the level of Sodium in the blood
Melphalan,Creatinine,decreased,0,1,Melphalan decreases the level of Creatinine in the blood
Melphalan,Antidiuretic hormone,increased,1,0,Melphalan increases the level of Antidiuretic hormone in the blood
Meropenem,Creatinine,increased,1,0,Meropenem increases the level of Creatinine in the blood
Mesalazine,Creatinine,increased,1,0,Mesalazine increases the level of Creatinine in the blood
Mestranol,Triglycerides,increased,1,0,Mestranol increases the level of Triglycerides in the blood
Metamfetamine,3-methoxy-4-hydroxyphenylglycol,increased,1,0,Metamfetamine increases the level of 3-methoxy-4-hydroxyphenylglycol in the blood
Metamfetamine,Norepinephrine,increased,1,0,Metamfetamine increases the level of Norepinephrine in the blood
Metergoline,Glucose,decreased,0,1,Metergoline decreases the level of Glucose in the blood
Metformin,Tyrosine,decreased,0,1,Metformin decreases the level of Tyrosine in the blood
Metformin,Triglycerides,decreased,0,1,Metformin decreases the level of Triglycerides in the blood
Metformin,Lactic acid,increased,1,0,Metformin increases the level of Lactic acid in the blood
Metformin,Total cholesterol,decreased,0,1,Metformin decreases the level of Total cholesterol in the blood
Metformin,Hypoxanthine,increased,1,0,Metformin increases the level of Hypoxanthine in the blood
Metformin,Maltose,increased,1,0,Metformin increases the level of Maltose in the blood
Metformin,Creatinine,increased,1,0,Metformin increases the level of Creatinine in the blood
Metformin,Ribose,increased,1,0,Metformin increases the level of Ribose in the blood
Metformin,Glutamic acid,increased,1,0,Metformin increases the level of Glutamic acid in the blood
Metformin,Lactate,increased,1,0,Metformin increases the level of Lactate in the blood
Metformin,Glucose,decreased,0,1,Metformin decreases the level of Glucose in the blood
Metformin,Cellobiotol,increased,1,0,Metformin increases the level of Cellobiotol in the blood
Metformin,Indole-3-acetate,decreased,0,1,Metformin decreases the level of Indole-3-acetate in the blood
Metformin,Asymmetric dimethylarginine,decreased,0,1,Metformin decreases the level of Asymmetric dimethylarginine in the blood
Metformin,Alanine,increased,1,0,Metformin increases the level of Alanine in the blood
Metformin,Citrulline,decreased,0,1,Metformin decreases the level of Citrulline in the blood
Metformin,Ornithine,decreased,0,1,Metformin decreases the level of Ornithine in the blood
Metformin,Methionine sulfoxide,decreased,0,1,Metformin decreases the level of Methionine sulfoxide in the blood
Metformin,Levoglucosan,decreased,0,1,Metformin decreases the level of Levoglucosan in the blood
Metformin,Malic acid,decreased,0,1,Metformin decreases the level of Malic acid in the blood
